id,prefecture,first_name,second_name,latitude,longitude,altitude,date_terminated
nara__yoshino-kana__yoshino,nara,yoshino-kana,yoshino,34.3783333333,135.9,188.0,
niigata__aikawa-kana__aikawa,niigata,aikawa-kana,aikawa,38.0283333333,138.24,5.5,
niigata__akaya-kana__acadani,niigata,akaya-kana,acadani,37.835,139.415,135.0,
niigata__akitsukana__akitsu,niigata,akitsukana,akitsu,38.06,138.413333333,30.0,
niigata__anzuka-kana__yasuka,niigata,anzuka-kana,yasuka,37.1066666667,138.456666667,126.0,
niigata__awagatake-kana__NONE____1982-11-05,niigata,awagatake-kana,NONE,37.58,139.0,242.0,1982-11-05
niigata__awashima-kana__awashima,niigata,awashima-kana,awashima,38.465,139.253333333,4.0,
niigata__branch-toge-kaen__shoriritsuge____1980-10-24,niigata,branch-toge-kaen,shoriritsuge,37.0,139.0,1060.0,1980-10-24
niigata__gouhu-lake-kana__NONE,niigata,gouhu-lake-kana,NONE,37.8333333333,139.236666667,9.0,
niigata__hagome-kana__hamosi,niigata,hagome-kana,hamosi,37.8416666667,138.313333333,11.0,
niigata__hakamadake-kana__hakamadake____1984-10-31,niigata,hakamadake-kana,hakamadake,36.87,138.276666667,850.0,1984-10-31
niigata__hiraiwa-kana__hiraiwa,niigata,hiraiwa-kana,hiraiwa,36.8866666667,137.863333333,260.0,
niigata__itoigawa-kana__ituigawa,niigata,itoigawa-kana,ituigawa,37.0433333333,137.875,8.0,
niigata__kaito-katakana__cagitri____1993-01-27,niigata,kaito-katakana,cagitri,37.57,139.383333333,150.0,1993-01-27
niigata__kashiwazaki-kana__kashiwazaki,niigata,kashiwazaki-kana,kashiwazaki,37.3516666667,138.553333333,7.0,
niigata__kawatani-kana__kawatani,niigata,kawatani-kana,kawatani,37.2,138.516666667,206.0,
niigata__koide-kana__koide,niigata,koide-kana,koide,37.2266666667,138.963333333,98.0,
niigata__kyorakata-kana__dogata,niigata,kyorakata-kana,dogata,37.03,138.343333333,255.0,
niigata__magazaki-kana__hajikaki,niigata,magazaki-kana,hajikaki,38.33,138.511666667,58.0,
niigata__matsuhama-kana__matsuhama,niigata,matsuhama-kana,matsuhama,37.955,139.111666667,1.0,
niigata__matsushiro-kana__matsudai,niigata,matsushiro-kana,matsudai,37.1316666667,138.606666667,210.0,
niigata__michio-ueno-kana__ninoda-dake____2009-11-02,niigata,michio-ueno-kana,ninoda-dake,37.9066666667,139.451666667,382.0,2009-11-02
niigata__mika-kakehara__hikariigahara____1984-10-24,niigata,mika-kakehara,hikariigahara,37.005,138.371666667,805.0,1984-10-24
niigata__miyayaragami-kana__miyayo-rikami,niigata,miyayaragami-kana,miyayo-rikami,37.58,139.14,125.0,
niigata__morigonkake-kana__sumon-dake____2009-11-02,niigata,morigonkake-kana,sumon-dake,37.405,139.09,737.0,2009-11-02
niigata__morigonkana__smon,niigata,morigonkana,smon,37.3466666667,139.043333333,222.0,
niigata__murakami-kana__murakami,niigata,murakami-kana,murakami,38.2266666667,139.478333333,10.0,
niigata__muramatsu-kana__mura-matsu,niigata,muramatsu-kana,mura-matsu,37.6966666667,139.188333333,25.0,
niigata__muroya-kana__muroya,niigata,muroya-kana,muroya,37.55,139.37,200.0,
niigata__nagaoka-kana__nagaoka,niigata,nagaoka-kana,nagaoka,37.45,138.823333333,23.0,
niigata__nakajo-kana__nakajo,niigata,nakajo-kana,nakajo,38.06,139.408333333,27.0,
niigata__niigata-kana__niigata,niigata,niigata-kana,niigata,37.8933333333,139.018333333,4.1,
niigata__niitsu-kana__niits,niigata,niitsu-kana,niits,37.7916666667,139.086666667,3.0,
niigata__noh-kana-known__NONE,niigata,noh-kana-known,NONE,37.0833333333,138.023333333,55.0,
niigata__ogata-kana__ogata,niigata,ogata-kana,ogata,37.225,138.325,13.0,
niigata__oguni-kana__oguni,niigata,oguni-kana,oguni,37.2916666667,138.701666667,83.0,
niigata__ooyu-kana__ooyu,niigata,ooyu-kana,ooyu,37.205,139.061666667,240.0,
niigata__osawa-toge-kana__oosawa-toge____1982-10-27,niigata,osawa-toge-kana,oosawa-toge,37.0383333333,138.786666667,673.0,1982-10-27
niigata__ryotsu-katakana__ryoutsu,niigata,ryotsu-katakana,ryoutsu,38.0733333333,138.44,2.0,
niigata__sakurazaka-toge-kana__sakurazakatakege____1984-10-29,niigata,sakurazaka-toge-kana,sakurazakatakege,37.2116666667,138.526666667,470.0,1984-10-29
niigata__sanjo-kana__sangyo,niigata,sanjo-kana,sangyo,37.64,138.955,9.0,
niigata__sekiyama-kana__sekiyama,niigata,sekiyama-kana,sekiyama,36.9333333333,138.221666667,350.0,
niigata__shimonoseki-kana__shimoseki,niigata,shimonoseki-kana,shimoseki,38.0916666667,139.563333333,33.0,
niigata__shiozawa-kana__shiozawa,niigata,shiozawa-kana,shiozawa,37.0383333333,138.846666667,195.0,
niigata__takada-kana__takada,niigata,takada-kana,takada,37.0,138.246666667,12.9,
niigata__takane-kana__takane,niigata,takane-kana,takane,38.33,139.603333333,85.0,
niigata__takarazan-kana__houshsan____2009-11-02,niigata,takarazan-kana,houshsan,37.7783333333,139.288333333,200.0,2009-11-02
niigata__taramoroto-kana__talmoto,niigata,taramoroto-kana,talmoto,36.89,138.275,625.0,
niigata__teradachi-kana__teradomari,niigata,teradachi-kana,teradomari,37.64,138.766666667,44.0,
niigata__three-sided-kana__mi-mote,niigata,three-sided-kana,mi-mote,38.2466666667,139.605,45.0,
niigata__tochio-kana__totio,niigata,tochio-kana,totio,37.475,138.991666667,83.0,
niigata__tokamachi-kana__tookamachi,niigata,tokamachi-kana,tookamachi,37.1433333333,138.726666667,170.0,
niigata__tsugawa-kana__tugawa,niigata,tsugawa-kana,tugawa,37.6716666667,139.446666667,100.0,
niigata__tsunan-kana__tsunan,niigata,tsunan-kana,tsunan,36.9966666667,138.683333333,452.0,
niigata__volume-kana__maki,niigata,volume-kana,maki,37.7683333333,138.913333333,2.0,
niigata__washikasanyama-kana__wasigasuyama____1980-11-07,niigata,washikasanyama-kana,wasigasuyama,38.2283333333,139.638333333,695.0,1980-11-07
niigata__yuzawa-kana__yuzawa,niigata,yuzawa-kana,yuzawa,36.9416666667,138.81,340.0,
oita__akane-kaoru__izuruha____2009-11-20,oita,akane-kaoru,izuruha,32.9683333333,131.668333333,473.0,2009-11-20
oita__beppu-kana__vep____2009-11-20,oita,beppu-kana,vep,33.35,131.475,263.0,2009-11-20
oita__bungotakada-kana__bungotakada,oita,bungotakada-kana,bungotakada,33.57,131.433333333,5.0,
oita__fushiki-kana__fushiki____2005-03-31,oita,fushiki-kana,fushiki,33.375,130.981666667,420.0,2005-03-31
oita__gamagoe-kana__camerae,oita,gamagoe-kana,camerae,32.795,131.923333333,2.0,
oita__hita-kana__hita,oita,hita-kana,hita,33.3216666667,130.928333333,82.9,
oita__in-hospital-kana__inai,oita,in-hospital-kana,inai,33.42,131.316666667,90.0,
oita__inukai-kana__inu-kai,oita,inukai-kana,inu-kai,33.065,131.631666667,100.0,
oita__kiki-kana__kitsuki,oita,kiki-kana,kitsuki,33.4166666667,131.596666667,5.0,
oita__kunimi-katakana__kunimi,oita,kunimi-katakana,kunimi,33.675,131.59,14.0,
oita__kuraki-kana__clacky____2009-11-20,oita,kuraki-kana,clacky,32.895,131.395,483.0,2009-11-20
oita__kusu-kana__kusu,oita,kusu-kana,kusu,33.2916666667,131.155,331.0,
oita__musashi-kana__musashi,oita,musashi-kana,musashi,33.4783333333,131.736666667,5.0,
oita__nakatsu-kana__nakatsu,oita,nakatsu-kana,nakatsu,33.5866666667,131.245,12.0,
oita__oita-kana__oita,oita,oita-kana,oita,33.235,131.618333333,4.6,
oita__saeki-kana__saiki,oita,saeki-kana,saiki,32.95,131.901666667,2.0,
oita__saga-ki-kana__saganoseki,oita,saga-ki-kana,saganoseki,33.2483333333,131.865,1.0,
oita__shakadake-kana__shakadake____2004-11-04,oita,shakadake-kana,shakadake,33.1883333333,130.891666667,1200.0,2004-11-04
oita__takeda-kana__taketa,oita,takeda-kana,taketa,32.9733333333,131.398333333,261.0,
oita__tsubakino-nose-kana__tsubakigahanna,oita,tsubakino-nose-kana,tsubakigahanna,33.19,130.915,843.0,
oita__ugo-kana__ume,oita,ugo-kana,ume,32.845,131.675,200.0,
oita__usuki-kana__usuki,oita,usuki-kana,usuki,33.1316666667,131.796666667,30.0,
oita__watami-kana__nukumi____2009-11-20,oita,watami-kana,nukumi,33.0,131.43,591.0,2009-11-20
oita__ya-gama-kana__yabakei,oita,ya-gama-kana,yabakei,33.445,131.115,100.0,
oita__yubei-kana__yunohira____1977-06-01,oita,yubei-kana,yunohira,33.185,131.331666667,805.0,1977-06-01
oita__yufuin-kana__yu-fein,oita,yufuin-kana,yu-fein,33.2533333333,131.346666667,435.0,
okayama__NONE__wake,okayama,NONE,wake,34.815,134.183333333,35.0,
okayama__akaiwabe-kana__akaiwa,okayama,akaiwabe-kana,akaiwa,34.9183333333,134.081666667,56.0,
okayama__asahi-kishi__asahinishi,okayama,asahi-kishi,asahinishi,34.9616666667,133.811666667,230.0,
okayama__bengara-kana__onbara,okayama,bengara-kana,onbara,35.3,133.986666667,734.0,
okayama__fu-kana__tomi,okayama,fu-kana,tomi,35.1783333333,133.805,480.0,
okayama__fukuwa-kana__fukuwatari,okayama,fukuwa-kana,fukuwatari,34.8666666667,133.903333333,63.0,
okayama__imaoka-kana__imaoka,okayama,imaoka-kana,imaoka,35.0983333333,134.325,207.0,
okayama__jinyama-kana__jinyama,okayama,jinyama-kana,jinyama,34.8283333333,133.523333333,529.0,
okayama__kamonagata-kana__kaminagata,okayama,kamonagata-kana,kaminagata,35.2966666667,133.725,430.0,
okayama__kasaoka-kana__casaoka,okayama,kasaoka-kana,casaoka,34.5016666667,133.495,0.0,
okayama__kibi-central-kana__millet-turret,okayama,kibi-central-kana,millet-turret,34.8166666667,133.705,340.0,
okayama__kurashiki-kana__krasiki,okayama,kurashiki-kana,krasiki,34.59,133.768333333,3.0,
okayama__kuze-kana__kise,okayama,kuze-kana,kise,35.0683333333,133.753333333,144.0,
okayama__mushiaki-kana__mushiagete,okayama,mushiaki-kana,mushiagete,34.6816666667,134.206666667,10.0,
okayama__nagi-kana__nagi,okayama,nagi-kana,nagi,35.1116666667,134.17,212.0,
okayama__nagiyama-kana__nagi-san____1980-11-10,okayama,nagiyama-kana,nagi-san,35.0,134.18,960.0,1980-11-10
okayama__niimi-kana__nimi,okayama,niimi-kana,nimi,34.9433333333,133.518333333,393.0,
okayama__nisiji-temple-kana__nichi-auji,okayama,nisiji-temple-kana,nichi-auji,34.7566666667,133.855,239.0,
okayama__ohirayama-kana__oohirayama____2005-12-14,okayama,ohirayama-kana,oohirayama,34.895,133.705,685.0,2005-12-14
okayama__okayama-kana__okayama,okayama,okayama-kana,okayama,34.6866666667,133.925,5.3,
okayama__okiyama-kana__ozorayama____2005-12-10,okayama,okiyama-kana,ozorayama,35.1966666667,133.82,1040.0,2005-12-10
okayama__saya-kana__saya,okayama,saya-kana,saya,34.685,133.445,390.0,
okayama__senya-kana__chiya,okayama,senya-kana,chiya,35.1033333333,133.435,525.0,
okayama__shimousobu-kana__simoazae,okayama,shimousobu-kana,simoazae,34.965,133.628333333,180.0,
okayama__takahi-kanaka__takahashi,okayama,takahi-kanaka,takahashi,34.7916666667,133.61,60.0,
okayama__tamano-kana__tamano,okayama,tamano-kana,tamano,34.4866666667,133.95,2.0,
okayama__tenko-mountain-kana__amagoyama____2010-03-18,okayama,tenko-mountain-kana,amagoyama,34.9883333333,133.878333333,646.0,2010-03-18
okayama__tsuyama-kana__tsuyama,okayama,tsuyama-kana,tsuyama,35.0633333333,134.008333333,145.7,
okayama__yaganaka__yakage,okayama,yaganaka,yakage,34.6166666667,133.618333333,18.0,
okinawa__anseong-kana__asimine,okinawa,anseong-kana,asimine,26.195,127.645,3.0,
okinawa__awakuni-kana__agni,okinawa,awakuni-kana,agni,26.5916666667,127.24,12.0,
okinawa__base-kana__shimoji,okinawa,base-kana,shimoji,24.8266666667,125.143333333,8.0,
okinawa__castle-kana-kuroshabe-north-latitude__NONE,okinawa,castle-kana-kuroshabe-north-latitude,NONE,24.7433333333,125.41,55.0,
okinawa__former-eastern-kana__cuteut,okinawa,former-eastern-kana,cuteut,25.8466666667,131.263333333,48.0,
okinawa__hateruma-katakana__hatema,okinawa,hateruma-katakana,hatema,24.055,123.766666667,38.0,
okinawa__headquarters-kana__motobu,okinawa,headquarters-kana,motobu,26.685,127.898333333,25.0,
okinawa__higashi-kana__higashi,okinawa,higashi-kana,higashi,26.6316666667,128.153333333,24.0,
okinawa__huya-kana__goya,okinawa,huya-kana,goya,26.3266666667,127.805,86.0,
okinawa__ibaruma-kana__ibalma,okinawa,ibaruma-kana,ibalma,24.5083333333,124.28,15.0,
okinawa__iino-kana__tokorono,okinawa,iino-kana,tokorono,24.4666666667,122.978333333,15.0,
okinawa__irabu-kana__iraq____2009-09-15,okinawa,irabu-kana,iraq,24.8266666667,125.171666667,10.0,2009-09-15
okinawa__iriomote-island-kana__iriomote-nima,okinawa,iriomote-island-kana,iriomote-nima,24.4266666667,123.765,9.9,
okinawa__ishigakijima-kana__ishigakijima,okinawa,ishigakijima-kana,ishigakijima,24.3366666667,124.163333333,5.7,
okinawa__izena-kana__izana,okinawa,izena-kana,izana,26.9483333333,127.94,14.0,
okinawa__kagamihara-kana__kagamihara,okinawa,kagamihara-kana,kagamihara,24.7816666667,125.295,43.0,
okinawa__kawahira-kana__kabila,okinawa,kawahira-kana,kabila,24.4666666667,124.14,7.0,
okinawa__kerama-kana__kerama,okinawa,kerama-kana,kerama,26.1683333333,127.293333333,48.0,
okinawa__kin-woo-ka__NONE____2007-12-19,okinawa,kin-woo-ka,NONE,26.4533333333,127.858333333,8.0,2007-12-19
okinawa__kitahara-kana__kitahara,okinawa,kitahara-kana,kitahara,26.3633333333,126.713333333,7.0,
okinawa__kitaito-kato-kana__kitadayi,okinawa,kitaito-kato-kana,kitadayi,25.9433333333,131.326666667,22.0,
okinawa__kugamayama-kana__gogayama____1981-07-03,okinawa,kugamayama-kana,gogayama,26.665,127.97,86.0,1981-07-03
okinawa__kumejima-kana__kumejima,okinawa,kumejima-kana,kumejima,26.3366666667,126.803333333,5.0,
okinawa__kunibata-kana__kunigami,okinawa,kunibata-kana,kunigami,26.7283333333,128.178333333,8.0,
okinawa__masa-eri-kana__maezaat____2013-03-06,okinawa,masa-eri-kana,maezaat,24.3433333333,124.186666667,26.0,2013-03-06
okinawa__minami-daito-minami-daitojima-kana__minami-daito-jima,okinawa,minami-daito-minami-daitojima-kana,minami-daito-jima,25.8283333333,131.228333333,15.3,
okinawa__miyagijima-kana__miyagijima,okinawa,miyagijima-kana,miyagijima,26.3633333333,127.971666667,100.0,
okinawa__miyakojima-kana__miyokojima,okinawa,miyakojima-kana,miyokojima,24.7933333333,125.278333333,39.9,
okinawa__moriyama-kana__moriyama,okinawa,moriyama-kana,moriyama,24.395,124.245,31.0,
okinawa__nagamasakana-kana__nakama____1981-07-01,okinawa,nagamasakana-kana,nakama,26.5133333333,127.913333333,75.0,1981-07-01
okinawa__nago-kana__nago,okinawa,nago-kana,nago,26.5933333333,127.965,6.1,
okinawa__naha-kana__naha,okinawa,naha-kana,naha,26.2066666667,127.686666667,28.1,
okinawa__naka-kana__nakasuji,okinawa,naka-kana,nakasuji,24.6533333333,124.675,10.0,
okinawa__number-of-threads-kana__itokazu,okinawa,number-of-threads-kana,itokazu,26.0,127.765,186.0,
okinawa__ohara-kana__oohara,okinawa,ohara-kana,oohara,24.265,123.871666667,33.0,
okinawa__oku-kana__ok,okinawa,oku-kana,ok,26.835,128.271666667,232.0,
okinawa__shita-awara-kana__sita-arab,okinawa,shita-awara-kana,sita-arab,24.0583333333,123.803333333,13.0,
okinawa__tamaki-kana__tonaki,okinawa,tamaki-kana,tonaki,26.3733333333,127.141666667,7.0,
okinawa__tarama-kana__talama____2009-09-15,okinawa,tarama-kana,talama,24.6666666667,124.696666667,16.0,2009-09-15
okinawa__tokashiki-kana__tokashiki,okinawa,tokashiki-kana,tokashiki,26.21,127.363333333,220.0,
okinawa__yomitani-kana__yomitan,okinawa,yomitani-kana,yomitan,26.405,127.741666667,99.0,
okinawa__yonagunijima-kana__jonagunigama,okinawa,yonagunijima-kana,jonagunigama,24.4666666667,123.01,30.0,
okinawa__yonahatake-kana__jonahadake____2005-12-20,okinawa,yonahatake-kana,jonahadake,26.7266666667,128.215,375.0,2005-12-20
osaka__hirakata-kana__hirakata,osaka,hirakata-kana,hirakata,34.8083333333,135.671666667,26.0,
osaka__ibaraki-kana__ibaraki,osaka,ibaraki-kana,ibaraki,34.86,135.56,78.0,
osaka__ikomayama-kana__ikomayama,osaka,ikomayama-kana,ikomayama,34.675,135.676666667,626.0,
osaka__kansai-island-kana__cancunjima,osaka,kansai-island-kana,cancunjima,34.4333333333,135.231666667,5.0,
osaka__kawachinagano-kana__kawachinagano,osaka,kawachinagano-kana,kawachinagano,34.4233333333,135.543333333,160.0,
osaka__kumakura-kana__kumatri,osaka,kumakura-kana,kumatri,34.385,135.35,68.0,
osaka__mino-kana__minoo____2009-12-18,osaka,mino-kana,minoo,34.8383333333,135.503333333,96.0,2009-12-18
osaka__nose-kana__nose,osaka,nose-kana,nose,34.9483333333,135.455,235.0,
osaka__osaka-kana__osaka,osaka,osaka-kana,osaka,34.6816666667,135.518333333,23.0,
osaka__sakai-kana__sakai,osaka,sakai-kana,sakai,34.555,135.485,20.0,
osaka__toyonaka-kana__toyonaka,osaka,toyonaka-kana,toyonaka,34.7833333333,135.438333333,12.0,
osaka__yao-kana__yao,osaka,yao-kana,yao,34.5966666667,135.6,10.0,
saga__branch-tree-kana__ezargi____2010-02-25,saga,branch-tree-kana,ezargi,33.4983333333,129.898333333,110.0,2010-02-25
saga__hachiman-dake-kana__hachiman-dake____2009-11-20,saga,hachiman-dake-kana,hachiman-dake,33.2816666667,130.026666667,761.0,2009-11-20
saga__imari-kana__imari,saga,imari-kana,imari,33.2666666667,129.878333333,25.0,
saga__karatsu-kana__karatsu,saga,karatsu-kana,karatsu,33.4583333333,129.955,23.0,
saga__kawa-kana__kawasoe,saga,kawa-kana,kawasoe,33.1483333333,130.301666667,2.0,
saga__kitayama-kana__hokuzan,saga,kitayama-kana,hokuzan,33.4133333333,130.22,339.0,
saga__mt-nanba-mountain__gonggeyama____2010-03-17,saga,mt-nanba-mountain,gonggeyama,33.4,130.236666667,590.0,2010-03-17
saga__saga-kana__saga,saga,saga-kana,saga,33.265,130.305,5.5,
saga__shiroishi-kana__shiroishi,saga,shiroishi-kana,shiroishi,33.1833333333,130.148333333,2.0,
saga__tadakatake-kana__talladake____2009-11-20,saga,tadakatake-kana,talladake,32.9716666667,130.155,395.0,2009-11-20
saga__tosu-kana__toss,saga,tosu-kana,toss,33.385,130.516666667,25.0,
saga__ureshino-kana__ureshino,saga,ureshino-kana,ureshino,33.0,129.995,81.0,
saga__wada-kada__watada____2010-03-04,saga,wada-kada,watada,33.425,129.985,5.0,2010-03-04
saitama__chichibu-kana__chichibu,saitama,chichibu-kana,chichibu,35.99,139.073333333,232.1,
saitama__dahei-kana__doudaira____2000-06-06,saitama,dahei-kana,doudaira,36.005,139.19,876.0,2000-06-06
saitama__hanno-kana__hannou,saitama,hanno-kana,hannou,35.8383333333,139.321666667,84.0,
saitama__hatoyama-kana__hatoyama,saitama,hatoyama-kana,hatoyama,35.985,139.335,44.0,
saitama__kamiyoshida-kana__kamiyoshida,saitama,kamiyoshida-kana,kamiyoshida,36.0533333333,138.98,275.0,
saitama__konosu-kana__konos,saitama,konosu-kana,konos,36.065,139.521666667,15.0,
saitama__koshigaya-kana__NONE,saitama,koshigaya-kana,NONE,35.8833333333,139.756666667,3.0,
saitama__kuki-kana__coke,saitama,kuki-kana,coke,36.0,139.635,12.0,
saitama__kumagai-kana__kumagaya,saitama,kumagai-kana,kumagaya,36.15,139.38,30.0,
saitama__mikamine-kana__mitsumine,saitama,mikamine-kana,mitsumine,35.9266666667,138.923333333,975.0,
saitama__saitama-kana__saitama,saitama,saitama-kana,saitama,35.875,139.586666667,8.0,
saitama__tokiwa-kana__tokigawa,saitama,tokiwa-kana,tokigawa,35.99,139.206666667,295.0,
saitama__tokorozawa-kana__tokorozawa,saitama,tokorozawa-kana,tokorozawa,35.7733333333,139.413333333,119.0,
saitama__urayama-kana__ulayama,saitama,urayama-kana,ulayama,35.92,139.07,400.0,
saitama__yorii-kaoru__yori,saitama,yorii-kaoru,yori,36.105,139.183333333,128.0,
shiga__arakawa-kana__arakawa____2005-12-06,shiga,arakawa-kana,arakawa,35.3733333333,135.926666667,360.0,2005-12-06
shiga__frostbara-kana__shimogahara____2009-11-20,shiga,frostbara-kana,shimogahara,35.1983333333,136.338333333,420.0,2009-11-20
shiga__higashi-minakawa-katakana__higashi-omi,shiga,higashi-minakawa-katakana,higashi-omi,35.0616666667,136.19,128.0,
shiga__hikone-kana__hiconne,shiga,hikone-kana,hiconne,35.275,136.243333333,87.3,
shiga__ibukiyama-kana__ibukiyama____2001-03-31,shiga,ibukiyama-kana,ibukiyama,35.4183333333,136.413333333,1375.8,2001-03-31
shiga__imazu-kana__imazu,shiga,imazu-kana,imazu,35.4116666667,136.028333333,88.0,
shiga__kimikeba-terracea-kana__kimigahataidai____1979-10-14,shiga,kimikeba-terracea-kana,kimigahataidai,35.1983333333,136.34,402.0,1979-10-14
shiga__kiriki-taira-kana__kutskhella,shiga,kiriki-taira-kana,kutskhella,35.3083333333,135.83,380.0,
shiga__mihara-kana__mybala,shiga,mihara-kana,mybala,35.3833333333,136.343333333,147.0,
shiga__minami-komatsu-kana__minami-komatsu,shiga,minami-komatsu-kana,minami-komatsu,35.235,135.956666667,90.0,
shiga__nagahama-kana__nagahama,shiga,nagahama-kana,nagahama,35.4233333333,136.241666667,95.0,
shiga__omihachiman-kana__oumi-hatiman,shiga,omihachiman-kana,oumi-hatiman,35.1266666667,136.091666667,90.0,
shiga__otsu-kana__otsu,shiga,otsu-kana,otsu,34.9916666667,135.911666667,86.0,
shiga__shigaraki-kana__shigaraki,shiga,shigaraki-kana,shigaraki,34.9133333333,136.08,265.0,
shiga__shunshu-kana__suijyo____2001-03-29,shiga,shunshu-kana,suijyo,35.38,136.373333333,160.0,2001-03-29
shiga__tsuchiyama-kana__tsuchiyama,shiga,tsuchiyama-kana,tsuchiyama,34.9383333333,136.278333333,248.0,
shiga__yanagase-kana__janagasse,shiga,yanagase-kana,janagasse,35.5816666667,136.188333333,220.0,
shimane__akana-kana__NONE,shimane,akana-kana,NONE,35.0016666667,132.711666667,444.0,
shimane__azumayama-kana__azumayama____2009-11-20,shimane,azumayama-kana,azumayama,35.0666666667,133.036666667,1012.0,2009-11-20
shimane__daito-kana__daito,shimane,daito-kana,daito,35.3183333333,132.965,56.0,
shimane__engaged-kana__kakeya,shimane,engaged-kana,kakeya,35.1966666667,132.815,215.0,
shimane__fukumitsu-kana__fuku-mitsu,shimane,fukumitsu-kana,fuku-mitsu,35.0,132.333333333,8.0,
shimane__hakuta-katakana__hakuta,shimane,hakuta-katakana,hakuta,35.35,133.273333333,23.0,
shimane__hamada-kana__hamada,shimane,hamada-kana,hamada,34.8966666667,132.07,19.0,
shimane__harayama-kana__harayama____2004-10-29,shimane,harayama-kana,harayama,34.865,132.405,741.0,2004-10-29
shimane__haza-kana__haza,shimane,haza-kana,haza,34.78,132.196666667,370.0,
shimane__hikawa-kana__hikawa,shimane,hikawa-kana,hikawa,35.4133333333,132.89,2.0,
shimane__izumo-kana__izumo,shimane,izumo-kana,izumo,35.3316666667,132.73,20.0,
shimane__kaipa-kana__amata,shimane,kaipa-kana,amata,36.0966666667,133.096666667,3.0,
shimane__kashima-kana__kashima,shimane,kashima-kana,kashima,35.52,133.021666667,5.0,
shimane__kawamoto-kana__kawamoto,shimane,kawamoto-kana,kawamoto,34.9766666667,132.491666667,132.0,
shimane__masuda-kana__masuda,shimane,masuda-kana,masuda,34.6766666667,131.843333333,4.0,
shimane__matsue-kana__mesoe,shimane,matsue-kana,mesoe,35.4566666667,133.065,16.9,
shimane__mikumi-kana__misumi,shimane,mikumi-kana,misumi,34.795,131.948333333,9.0,
shimane__misaki-saigo__saigo-misaki,shimane,misaki-saigo,saigo-misaki,36.1783333333,133.323333333,80.0,
shimane__mizuho-kana__mizuho,shimane,mizuho-kana,mizuho,34.8533333333,132.53,327.0,
shimane__muikaichi-kana__muikaiichi____2006-10-31,shimane,muikaichi-kana,muikaiichi,34.3533333333,131.935,311.0,2006-10-31
shimane__nishinoshima-kana__nishinoshima____1978-11-18,shimane,nishinoshima-kana,nishinoshima,36.11,133.04,3.0,1978-11-18
shimane__ota-kana__oda,shimane,ota-kana,oda,35.19,132.496666667,30.0,
shimane__sada-kana__sada,shimane,sada-kana,sada,35.2216666667,132.723333333,100.0,
shimane__saigo-kana__saigou,shimane,saigo-kana,saigou,36.2033333333,133.333333333,26.5,
shimane__sakurae-kana__sakurae,shimane,sakurae-kana,sakurae,34.9533333333,132.333333333,32.0,
shimane__sayama-kana__hijiriyama____1978-11-01,shimane,sayama-kana,hijiriyama,34.6366666667,132.145,1112.0,1978-11-01
shimane__takatsu-kana__takatsu,shimane,takatsu-kana,takatsu,34.675,131.79,54.0,
shimane__talent-kana__hikimi,shimane,talent-kana,hikimi,34.5716666667,132.016666667,259.0,
shimane__ten-species-makino__tokusagamine____2004-10-28,shimane,ten-species-makino,tokusagamine,34.44,131.695,902.0,2004-10-28
shimane__tsuwano-kana__tsunano,shimane,tsuwano-kana,tsunano,34.4616666667,131.77,165.0,
shimane__yayori-kana__yasaka,shimane,yayori-kana,yasaka,34.7766666667,132.108333333,380.0,
shimane__yokota-kana__yokota,shimane,yokota-kana,yokota,35.1733333333,133.103333333,369.0,
shimane__yoshika-kana__yoshika,shimane,yoshika-kana,yoshika,34.3916666667,131.893333333,250.0,
shizuoka__amagiyama-kana__amagi-san,shizuoka,amagiyama-kana,amagi-san,34.8716666667,139.023333333,1066.0,
shizuoka__bear-kana__bear,shizuoka,bear-kana,bear,34.9583333333,137.733333333,375.0,
shizuoka__fuji-kana__fuji,shizuoka,fuji-kana,fuji,35.185,138.663333333,66.0,
shizuoka__gotemba-kana__gothenba,shizuoka,gotemba-kana,gothenba,35.305,138.926666667,472.0,
shizuoka__hamamatsu-kana__hamamatsu,shizuoka,hamamatsu-kana,hamamatsu,34.7533333333,137.711666667,45.9,
shizuoka__haruno-kana__harno,shizuoka,haruno-kana,harno,35.0116666667,137.945,486.0,
shizuoka__igawa-kana__ikawa,shizuoka,igawa-kana,ikawa,35.2166666667,138.221666667,755.0,
shizuoka__inatori-kana__inatri,shizuoka,inatori-kana,inatri,34.7816666667,139.048333333,130.0,
shizuoka__iro-azaki-kana__irouzaki,shizuoka,iro-azaki-kana,irouzaki,34.6033333333,138.841666667,54.7,
shizuoka__iwata-kana__iwata,shizuoka,iwata-kana,iwata,34.6916666667,137.88,3.0,
shizuoka__kakegawa-kana__kakegawa,shizuoka,kakegawa-kana,kakegawa,34.7683333333,137.995,32.0,
shizuoka__kawane-honcho-kana__kawane-honcho,shizuoka,kawane-honcho-kana,kawane-honcho,35.1016666667,138.128333333,290.0,
shizuoka__keyhole-kana__kagiana,shizuoka,keyhole-kana,kagiana,35.0483333333,138.246666667,160.0,
shizuoka__kikugawa-makinohara-kana__chikawa-gawa-makino-hara,shizuoka,kikugawa-makinohara-kana,chikawa-gawa-makino-hara,34.785,138.138333333,191.0,
shizuoka__kiriyama-kana__kiriyama____1981-11-19,shizuoka,kiriyama-kana,kiriyama,34.875,137.691666667,405.0,1981-11-19
